agent,scenario,from_level,to_level,transition,new_information,delta_B_pp
33,8,3,4,L3→L4,Faces deportation,5.0
34,8,3,4,L3→L4,Faces deportation,5.0
35,8,3,4,L3→L4,Faces deportation,5.0
36,8,3,4,L3→L4,Faces deportation,5.0
37,8,3,4,L3→L4,Faces deportation,5.0
38,8,3,4,L3→L4,Faces deportation,5.0
39,8,3,4,L3→L4,Faces deportation,5.0
40,8,3,4,L3→L4,Faces deportation,5.0
41,8,3,4,L3→L4,Faces deportation,5.0
42,8,3,4,L3→L4,Faces deportation,5.0
43,8,3,4,L3→L4,Faces deportation,5.0
44,8,3,4,L3→L4,Faces deportation,5.0
45,8,3,4,L3→L4,Faces deportation,5.0
46,8,3,4,L3→L4,Faces deportation,5.0
47,8,3,4,L3→L4,Faces deportation,5.0
48,8,3,4,L3→L4,Faces deportation,5.0
49,8,3,4,L3→L4,Faces deportation,5.0
50,8,3,4,L3→L4,Faces deportation,5.0
1,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
2,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
3,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
4,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
5,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
6,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
7,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
8,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
9,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
10,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
11,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
12,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
13,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
14,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
15,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
16,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
17,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
18,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
19,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
20,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
21,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
22,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
23,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
24,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
25,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
26,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
27,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
28,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
29,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
30,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
31,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
32,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
33,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
34,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
35,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
36,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
37,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
38,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
39,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
40,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
41,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
42,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
43,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
44,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
45,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
46,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
47,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
48,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
49,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
50,8,4,5,L4→L5,Spouse missing in conflict zone,5.0
1,9,1,2,L1→L2,Investor lost in recession,10.0
2,9,1,2,L1→L2,Investor lost in recession,10.0
3,9,1,2,L1→L2,Investor lost in recession,10.0
4,9,1,2,L1→L2,Investor lost in recession,10.0
5,9,1,2,L1→L2,Investor lost in recession,10.0
6,9,1,2,L1→L2,Investor lost in recession,10.0
7,9,1,2,L1→L2,Investor lost in recession,10.0
8,9,1,2,L1→L2,Investor lost in recession,10.0
9,9,1,2,L1→L2,Investor lost in recession,10.0
10,9,1,2,L1→L2,Investor lost in recession,10.0
11,9,1,2,L1→L2,Investor lost in recession,10.0
12,9,1,2,L1→L2,Investor lost in recession,10.0
13,9,1,2,L1→L2,Investor lost in recession,10.0
14,9,1,2,L1→L2,Investor lost in recession,10.0
15,9,1,2,L1→L2,Investor lost in recession,10.0
16,9,1,2,L1→L2,Investor lost in recession,10.0
17,9,1,2,L1→L2,Investor lost in recession,10.0
18,9,1,2,L1→L2,Investor lost in recession,10.0
19,9,1,2,L1→L2,Investor lost in recession,10.0
20,9,1,2,L1→L2,Investor lost in recession,10.0
21,9,1,2,L1→L2,Investor lost in recession,10.0
22,9,1,2,L1→L2,Investor lost in recession,10.0
23,9,1,2,L1→L2,Investor lost in recession,10.0
24,9,1,2,L1→L2,Investor lost in recession,10.0
25,9,1,2,L1→L2,Investor lost in recession,10.0
26,9,1,2,L1→L2,Investor lost in recession,10.0
27,9,1,2,L1→L2,Investor lost in recession,10.0
28,9,1,2,L1→L2,Investor lost in recession,10.0
29,9,1,2,L1→L2,Investor lost in recession,10.0
30,9,1,2,L1→L2,Investor lost in recession,10.0
31,9,1,2,L1→L2,Investor lost in recession,10.0
32,9,1,2,L1→L2,Investor lost in recession,10.0
33,9,1,2,L1→L2,Investor lost in recession,10.0
34,9,1,2,L1→L2,Investor lost in recession,10.0
35,9,1,2,L1→L2,Investor lost in recession,10.0
36,9,1,2,L1→L2,Investor lost in recession,10.0
37,9,1,2,L1→L2,Investor lost in recession,10.0
38,9,1,2,L1→L2,Investor lost in recession,10.0
39,9,1,2,L1→L2,Investor lost in recession,10.0
40,9,1,2,L1→L2,Investor lost in recession,10.0
41,9,1,2,L1→L2,Investor lost in recession,10.0
42,9,1,2,L1→L2,Investor lost in recession,10.0
43,9,1,2,L1→L2,Investor lost in recession,10.0
44,9,1,2,L1→L2,Investor lost in recession,10.0
45,9,1,2,L1→L2,Investor lost in recession,10.0
46,9,1,2,L1→L2,Investor lost in recession,10.0
47,9,1,2,L1→L2,Investor lost in recession,10.0
48,9,1,2,L1→L2,Investor lost in recession,10.0
49,9,1,2,L1→L2,Investor lost in recession,10.0
50,9,1,2,L1→L2,Investor lost in recession,10.0
1,9,2,3,L2→L3,High-interest loan,5.0
2,9,2,3,L2→L3,High-interest loan,5.0
3,9,2,3,L2→L3,High-interest loan,5.0
4,9,2,3,L2→L3,High-interest loan,10.0
5,9,2,3,L2→L3,High-interest loan,5.0
6,9,2,3,L2→L3,High-interest loan,5.0
7,9,2,3,L2→L3,High-interest loan,10.0
8,9,2,3,L2→L3,High-interest loan,5.0
9,9,2,3,L2→L3,High-interest loan,10.0
10,9,2,3,L2→L3,High-interest loan,5.0
11,9,2,3,L2→L3,High-interest loan,5.0
12,9,2,3,L2→L3,High-interest loan,5.0
13,9,2,3,L2→L3,High-interest loan,5.0
14,9,2,3,L2→L3,High-interest loan,5.0
15,9,2,3,L2→L3,High-interest loan,10.0
16,9,2,3,L2→L3,High-interest loan,5.0
17,9,2,3,L2→L3,High-interest loan,10.0
18,9,2,3,L2→L3,High-interest loan,5.0
19,9,2,3,L2→L3,High-interest loan,5.0
20,9,2,3,L2→L3,High-interest loan,5.0
21,9,2,3,L2→L3,High-interest loan,5.0
22,9,2,3,L2→L3,High-interest loan,5.0
23,9,2,3,L2→L3,High-interest loan,5.0
24,9,2,3,L2→L3,High-interest loan,5.0
25,9,2,3,L2→L3,High-interest loan,10.0
26,9,2,3,L2→L3,High-interest loan,10.0
27,9,2,3,L2→L3,High-interest loan,10.0
28,9,2,3,L2→L3,High-interest loan,10.0
29,9,2,3,L2→L3,High-interest loan,10.0
30,9,2,3,L2→L3,High-interest loan,10.0
31,9,2,3,L2→L3,High-interest loan,10.0
32,9,2,3,L2→L3,High-interest loan,10.0
33,9,2,3,L2→L3,High-interest loan,5.0
34,9,2,3,L2→L3,High-interest loan,5.0
35,9,2,3,L2→L3,High-interest loan,5.0
36,9,2,3,L2→L3,High-interest loan,5.0
37,9,2,3,L2→L3,High-interest loan,5.0
38,9,2,3,L2→L3,High-interest loan,5.0
39,9,2,3,L2→L3,High-interest loan,10.0
40,9,2,3,L2→L3,High-interest loan,5.0
41,9,2,3,L2→L3,High-interest loan,10.0
42,9,2,3,L2→L3,High-interest loan,5.0
43,9,2,3,L2→L3,High-interest loan,5.0
44,9,2,3,L2→L3,High-interest loan,5.0
45,9,2,3,L2→L3,High-interest loan,5.0
46,9,2,3,L2→L3,High-interest loan,5.0
47,9,2,3,L2→L3,High-interest loan,5.0
48,9,2,3,L2→L3,High-interest loan,5.0
49,9,2,3,L2→L3,High-interest loan,5.0
50,9,2,3,L2→L3,High-interest loan,10.0
1,9,3,4,L3→L4,Default / personal bankruptcy,5.0
2,9,3,4,L3→L4,Default / personal bankruptcy,5.0
3,9,3,4,L3→L4,Default / personal bankruptcy,5.0
4,9,3,4,L3→L4,Default / personal bankruptcy,10.0
5,9,3,4,L3→L4,Default / personal bankruptcy,5.0
6,9,3,4,L3→L4,Default / personal bankruptcy,5.0
7,9,3,4,L3→L4,Default / personal bankruptcy,10.0
8,9,3,4,L3→L4,Default / personal bankruptcy,5.0
9,9,3,4,L3→L4,Default / personal bankruptcy,10.0
10,9,3,4,L3→L4,Default / personal bankruptcy,5.0
11,9,3,4,L3→L4,Default / personal bankruptcy,5.0
12,9,3,4,L3→L4,Default / personal bankruptcy,5.0
13,9,3,4,L3→L4,Default / personal bankruptcy,5.0
14,9,3,4,L3→L4,Default / personal bankruptcy,5.0
15,9,3,4,L3→L4,Default / personal bankruptcy,10.0
16,9,3,4,L3→L4,Default / personal bankruptcy,5.0
17,9,3,4,L3→L4,Default / personal bankruptcy,10.0
18,9,3,4,L3→L4,Default / personal bankruptcy,5.0
19,9,3,4,L3→L4,Default / personal bankruptcy,5.0
20,9,3,4,L3→L4,Default / personal bankruptcy,5.0
21,9,3,4,L3→L4,Default / personal bankruptcy,5.0
22,9,3,4,L3→L4,Default / personal bankruptcy,5.0
23,9,3,4,L3→L4,Default / personal bankruptcy,5.0
24,9,3,4,L3→L4,Default / personal bankruptcy,5.0
25,9,3,4,L3→L4,Default / personal bankruptcy,10.0
26,9,3,4,L3→L4,Default / personal bankruptcy,10.0
27,9,3,4,L3→L4,Default / personal bankruptcy,10.0
28,9,3,4,L3→L4,Default / personal bankruptcy,10.0
29,9,3,4,L3→L4,Default / personal bankruptcy,10.0
30,9,3,4,L3→L4,Default / personal bankruptcy,10.0
31,9,3,4,L3→L4,Default / personal bankruptcy,10.0
32,9,3,4,L3→L4,Default / personal bankruptcy,10.0
33,9,3,4,L3→L4,Default / personal bankruptcy,5.0
34,9,3,4,L3→L4,Default / personal bankruptcy,5.0
35,9,3,4,L3→L4,Default / personal bankruptcy,5.0
36,9,3,4,L3→L4,Default / personal bankruptcy,5.0
37,9,3,4,L3→L4,Default / personal bankruptcy,5.0
38,9,3,4,L3→L4,Default / personal bankruptcy,5.0
39,9,3,4,L3→L4,Default / personal bankruptcy,10.0
40,9,3,4,L3→L4,Default / personal bankruptcy,5.0
41,9,3,4,L3→L4,Default / personal bankruptcy,10.0
42,9,3,4,L3→L4,Default / personal bankruptcy,5.0
43,9,3,4,L3→L4,Default / personal bankruptcy,5.0
44,9,3,4,L3→L4,Default / personal bankruptcy,5.0
45,9,3,4,L3→L4,Default / personal bankruptcy,5.0
46,9,3,4,L3→L4,Default / personal bankruptcy,5.0
47,9,3,4,L3→L4,Default / personal bankruptcy,5.0
48,9,3,4,L3→L4,Default / personal bankruptcy,5.0
49,9,3,4,L3→L4,Default / personal bankruptcy,5.0
50,9,3,4,L3→L4,Default / personal bankruptcy,10.0
1,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
2,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
3,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
4,9,4,5,L4→L5,Pivot to youth social enterprise,10.0
5,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
6,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
7,9,4,5,L4→L5,Pivot to youth social enterprise,10.0
8,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
9,9,4,5,L4→L5,Pivot to youth social enterprise,0.0
10,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
11,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
12,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
13,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
14,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
15,9,4,5,L4→L5,Pivot to youth social enterprise,0.0
16,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
17,9,4,5,L4→L5,Pivot to youth social enterprise,0.0
18,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
19,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
20,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
21,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
22,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
23,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
24,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
25,9,4,5,L4→L5,Pivot to youth social enterprise,10.0
26,9,4,5,L4→L5,Pivot to youth social enterprise,0.0
27,9,4,5,L4→L5,Pivot to youth social enterprise,0.0
28,9,4,5,L4→L5,Pivot to youth social enterprise,10.0
29,9,4,5,L4→L5,Pivot to youth social enterprise,0.0
30,9,4,5,L4→L5,Pivot to youth social enterprise,10.0
31,9,4,5,L4→L5,Pivot to youth social enterprise,10.0
32,9,4,5,L4→L5,Pivot to youth social enterprise,10.0
33,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
34,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
35,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
36,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
37,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
38,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
39,9,4,5,L4→L5,Pivot to youth social enterprise,0.0
40,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
41,9,4,5,L4→L5,Pivot to youth social enterprise,0.0
42,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
43,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
44,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
45,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
46,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
47,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
48,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
49,9,4,5,L4→L5,Pivot to youth social enterprise,5.0
50,9,4,5,L4→L5,Pivot to youth social enterprise,0.0
1,10,1,2,L1→L2,Offence to feed family,10.0
2,10,1,2,L1→L2,Offence to feed family,10.0
3,10,1,2,L1→L2,Offence to feed family,10.0
4,10,1,2,L1→L2,Offence to feed family,10.0
5,10,1,2,L1→L2,Offence to feed family,10.0
6,10,1,2,L1→L2,Offence to feed family,10.0
7,10,1,2,L1→L2,Offence to feed family,10.0
8,10,1,2,L1→L2,Offence to feed family,10.0
9,10,1,2,L1→L2,Offence to feed family,10.0
10,10,1,2,L1→L2,Offence to feed family,10.0
11,10,1,2,L1→L2,Offence to feed family,10.0
12,10,1,2,L1→L2,Offence to feed family,10.0
13,10,1,2,L1→L2,Offence to feed family,10.0
14,10,1,2,L1→L2,Offence to feed family,10.0
15,10,1,2,L1→L2,Offence to feed family,10.0
16,10,1,2,L1→L2,Offence to feed family,10.0
17,10,1,2,L1→L2,Offence to feed family,10.0
18,10,1,2,L1→L2,Offence to feed family,10.0
19,10,1,2,L1→L2,Offence to feed family,10.0
20,10,1,2,L1→L2,Offence to feed family,10.0
21,10,1,2,L1→L2,Offence to feed family,10.0
22,10,1,2,L1→L2,Offence to feed family,10.0
23,10,1,2,L1→L2,Offence to feed family,10.0
24,10,1,2,L1→L2,Offence to feed family,10.0
25,10,1,2,L1→L2,Offence to feed family,10.0
26,10,1,2,L1→L2,Offence to feed family,10.0
27,10,1,2,L1→L2,Offence to feed family,10.0
28,10,1,2,L1→L2,Offence to feed family,10.0
29,10,1,2,L1→L2,Offence to feed family,10.0
30,10,1,2,L1→L2,Offence to feed family,10.0
31,10,1,2,L1→L2,Offence to feed family,10.0
32,10,1,2,L1→L2,Offence to feed family,10.0
33,10,1,2,L1→L2,Offence to feed family,10.0
34,10,1,2,L1→L2,Offence to feed family,10.0
35,10,1,2,L1→L2,Offence to feed family,10.0
36,10,1,2,L1→L2,Offence to feed family,10.0
37,10,1,2,L1→L2,Offence to feed family,10.0
38,10,1,2,L1→L2,Offence to feed family,10.0
39,10,1,2,L1→L2,Offence to feed family,10.0
40,10,1,2,L1→L2,Offence to feed family,10.0
41,10,1,2,L1→L2,Offence to feed family,10.0
42,10,1,2,L1→L2,Offence to feed family,10.0
43,10,1,2,L1→L2,Offence to feed family,10.0
44,10,1,2,L1→L2,Offence to feed family,10.0
45,10,1,2,L1→L2,Offence to feed family,10.0
46,10,1,2,L1→L2,Offence to feed family,10.0
47,10,1,2,L1→L2,Offence to feed family,10.0
48,10,1,2,L1→L2,Offence to feed family,10.0
49,10,1,2,L1→L2,Offence to feed family,10.0
50,10,1,2,L1→L2,Offence to feed family,10.0
1,10,2,3,L2→L3,Family left / transitional housing,10.0
2,10,2,3,L2→L3,Family left / transitional housing,10.0
3,10,2,3,L2→L3,Family left / transitional housing,10.0
4,10,2,3,L2→L3,Family left / transitional housing,10.0
5,10,2,3,L2→L3,Family left / transitional housing,10.0
6,10,2,3,L2→L3,Family left / transitional housing,10.0
7,10,2,3,L2→L3,Family left / transitional housing,10.0
8,10,2,3,L2→L3,Family left / transitional housing,10.0
9,10,2,3,L2→L3,Family left / transitional housing,10.0
10,10,2,3,L2→L3,Family left / transitional housing,10.0
11,10,2,3,L2→L3,Family left / transitional housing,10.0
12,10,2,3,L2→L3,Family left / transitional housing,10.0
13,10,2,3,L2→L3,Family left / transitional housing,10.0
14,10,2,3,L2→L3,Family left / transitional housing,10.0
15,10,2,3,L2→L3,Family left / transitional housing,10.0
16,10,2,3,L2→L3,Family left / transitional housing,10.0
17,10,2,3,L2→L3,Family left / transitional housing,10.0
18,10,2,3,L2→L3,Family left / transitional housing,10.0
19,10,2,3,L2→L3,Family left / transitional housing,10.0
20,10,2,3,L2→L3,Family left / transitional housing,10.0
21,10,2,3,L2→L3,Family left / transitional housing,10.0
22,10,2,3,L2→L3,Family left / transitional housing,10.0
23,10,2,3,L2→L3,Family left / transitional housing,10.0
24,10,2,3,L2→L3,Family left / transitional housing,10.0
25,10,2,3,L2→L3,Family left / transitional housing,10.0
26,10,2,3,L2→L3,Family left / transitional housing,10.0
27,10,2,3,L2→L3,Family left / transitional housing,10.0
28,10,2,3,L2→L3,Family left / transitional housing,10.0
29,10,2,3,L2→L3,Family left / transitional housing,10.0
30,10,2,3,L2→L3,Family left / transitional housing,10.0
31,10,2,3,L2→L3,Family left / transitional housing,10.0
32,10,2,3,L2→L3,Family left / transitional housing,10.0
33,10,2,3,L2→L3,Family left / transitional housing,10.0
34,10,2,3,L2→L3,Family left / transitional housing,10.0
35,10,2,3,L2→L3,Family left / transitional housing,10.0
36,10,2,3,L2→L3,Family left / transitional housing,10.0
37,10,2,3,L2→L3,Family left / transitional housing,10.0
38,10,2,3,L2→L3,Family left / transitional housing,10.0
39,10,2,3,L2→L3,Family left / transitional housing,10.0
40,10,2,3,L2→L3,Family left / transitional housing,10.0
41,10,2,3,L2→L3,Family left / transitional housing,10.0
42,10,2,3,L2→L3,Family left / transitional housing,10.0
43,10,2,3,L2→L3,Family left / transitional housing,10.0
44,10,2,3,L2→L3,Family left / transitional housing,10.0
45,10,2,3,L2→L3,Family left / transitional housing,10.0
46,10,2,3,L2→L3,Family left / transitional housing,10.0
47,10,2,3,L2→L3,Family left / transitional housing,10.0
48,10,2,3,L2→L3,Family left / transitional housing,10.0
49,10,2,3,L2→L3,Family left / transitional housing,10.0
50,10,2,3,L2→L3,Family left / transitional housing,10.0
1,10,3,4,L3→L4,Pressure to re-offend,10.0
2,10,3,4,L3→L4,Pressure to re-offend,10.0
3,10,3,4,L3→L4,Pressure to re-offend,10.0
4,10,3,4,L3→L4,Pressure to re-offend,10.0
5,10,3,4,L3→L4,Pressure to re-offend,10.0
6,10,3,4,L3→L4,Pressure to re-offend,5.0
7,10,3,4,L3→L4,Pressure to re-offend,10.0
8,10,3,4,L3→L4,Pressure to re-offend,10.0
9,10,3,4,L3→L4,Pressure to re-offend,10.0
10,10,3,4,L3→L4,Pressure to re-offend,10.0
11,10,3,4,L3→L4,Pressure to re-offend,10.0
12,10,3,4,L3→L4,Pressure to re-offend,10.0
13,10,3,4,L3→L4,Pressure to re-offend,10.0
14,10,3,4,L3→L4,Pressure to re-offend,10.0
15,10,3,4,L3→L4,Pressure to re-offend,10.0
16,10,3,4,L3→L4,Pressure to re-offend,10.0
17,10,3,4,L3→L4,Pressure to re-offend,10.0
18,10,3,4,L3→L4,Pressure to re-offend,10.0
19,10,3,4,L3→L4,Pressure to re-offend,10.0
20,10,3,4,L3→L4,Pressure to re-offend,10.0
21,10,3,4,L3→L4,Pressure to re-offend,10.0
22,10,3,4,L3→L4,Pressure to re-offend,10.0
23,10,3,4,L3→L4,Pressure to re-offend,10.0
24,10,3,4,L3→L4,Pressure to re-offend,10.0
25,10,3,4,L3→L4,Pressure to re-offend,10.0
26,10,3,4,L3→L4,Pressure to re-offend,10.0
27,10,3,4,L3→L4,Pressure to re-offend,10.0
28,10,3,4,L3→L4,Pressure to re-offend,10.0
29,10,3,4,L3→L4,Pressure to re-offend,10.0
30,10,3,4,L3→L4,Pressure to re-offend,10.0
31,10,3,4,L3→L4,Pressure to re-offend,10.0
32,10,3,4,L3→L4,Pressure to re-offend,10.0
33,10,3,4,L3→L4,Pressure to re-offend,10.0
34,10,3,4,L3→L4,Pressure to re-offend,10.0
35,10,3,4,L3→L4,Pressure to re-offend,10.0
36,10,3,4,L3→L4,Pressure to re-offend,10.0
37,10,3,4,L3→L4,Pressure to re-offend,10.0
38,10,3,4,L3→L4,Pressure to re-offend,10.0
39,10,3,4,L3→L4,Pressure to re-offend,10.0
40,10,3,4,L3→L4,Pressure to re-offend,10.0
41,10,3,4,L3→L4,Pressure to re-offend,10.0
42,10,3,4,L3→L4,Pressure to re-offend,10.0
43,10,3,4,L3→L4,Pressure to re-offend,10.0
44,10,3,4,L3→L4,Pressure to re-offend,10.0
45,10,3,4,L3→L4,Pressure to re-offend,10.0
46,10,3,4,L3→L4,Pressure to re-offend,10.0
47,10,3,4,L3→L4,Pressure to re-offend,10.0
48,10,3,4,L3→L4,Pressure to re-offend,10.0
49,10,3,4,L3→L4,Pressure to re-offend,10.0
50,10,3,4,L3→L4,Pressure to re-offend,10.0
1,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
2,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
3,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
4,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
5,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
6,10,4,5,L4→L5,Rehabilitation / volunteering,5.0
7,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
8,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
9,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
10,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
11,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
12,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
13,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
14,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
15,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
16,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
17,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
18,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
19,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
20,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
21,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
22,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
23,10,4,5,L4→L5,Rehabilitation / volunteering,5.0
24,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
25,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
26,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
27,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
28,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
29,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
30,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
31,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
32,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
33,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
34,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
35,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
36,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
37,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
38,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
39,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
40,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
41,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
42,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
43,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
44,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
45,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
46,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
47,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
48,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
49,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
50,10,4,5,L4→L5,Rehabilitation / volunteering,10.0
